artist_name,track_name,genre,lyrics
Heart,These Dreams,pop,"15 ContributorsThese Dreams Lyrics[Verse 1] Spare a little candle, save some light for me Figures up ahead moving in the trees White skin in linen, perfume on my wrist And the full moon that hangs over these dreams in the mist  [Verse 2] Darkness on the edge, shadows where I stand (Shadows where I stand) I search for the time on a watch with no hands I want to see you clearly, come closer than this (All that I remember) But all I remember are the dreams in the mist  [Chorus] These dreams go on when I close my eyes Every second of the night, I live another life These dreams that sleep when it's cold outside Every moment I'm awake, the further I'm away (The further I'm away)  [Verse 3] Is it cloak-and-dagger? Could it be spring or fall? I walk without a cut through a stained-glass wall (Weaker in my eyesight) Weaker in my eyesight, the candle in my grip (Words that have no form) And words that have no form are falling from my lips  [Chorus] These dreams go on when I close my eyes Every second of the night, I live another life These dreams that sleep when it's cold outside Every moment I'm awake, the further I'm away (The further I'm away) See Heart LiveGet tickets as low as $25You might also like[Bridge] There's something out there I can't resist I need to hide away from the pain There's something out there I can't resist  [Verse 4] The sweetest song is silence that I've ever heard (Feet don't touch the earth) Funny how your feet in dreams never touch the earth In a wood full of princes, freedom is a kiss (The prince hides his face) But the prince hides his face from dreams in the mist  [Chorus] These dreams go on when I close my eyes Every second of the night, I live another life These dreams that sleep when it's cold outside Every moment I'm awake, the further I'm away These dreams go on when I close my eyes (Every single se—) Every second of the night, I live another life These dreams that sleep when it's cold outside Every moment I'm awake, the further I'm away…3Embed"
Britney Spears,...Baby One More Time,pop,"130 ContributorsTranslationsItalianoEspañolTiếng ViệtDeutsch...Baby One More Time Lyrics[Intro] Oh, baby, baby Oh, baby, baby  [Verse 1] Oh, baby, baby How was I supposed to know That somethin' wasn't right here? Oh, baby, baby I shouldn't have let you go And now you're out of sight, yeah  [Pre-Chorus] Show me how you want it to be Tell me, baby, 'cause I need to know now Oh, because  [Chorus] My loneliness is killin' me (And I) I must confess, I still believe (Still believe) When I'm not with you, I lose my mind Give me a sign Hit me, baby, one more time  [Verse 2] Oh, baby, baby The reason I breathe is you (Oh yeah) Boy, you got me blinded Oh, pretty baby There's nothing that I wouldn't do It's not the way I planned it You might also like[Pre-Chorus] Show me how you want it to be Tell me, baby, 'cause I need to know now Oh, because  [Chorus] My loneliness is killin' me (And I) I must confess, I still believe (Still believe) When I'm not with you, I lose my mind Give me a sign Hit me, baby, one more time  [Post-Chorus] Oh, baby, baby (Oh) Oh, baby, baby (Yeah, yeah)  [Bridge] Oh, baby, baby How was I supposed to know? Oh, pretty baby I shouldn't have let you go I must confess that my loneliness is killin' me now Don't you know I still believe That you will be here and give me a sign? Hit me, baby, one more time [Chorus] My loneliness is killin' me (And I) I must confess, I still believe (Still believe) When I'm not with you, I lose my mind Give me a sign Hit me, baby, one more time  [Outro] I must confess that my loneliness (My loneliness is killin' me) Is killin' me now (I must confess, I still believe) Don't you know I still believe (When I'm not with you, I lose my mind) That you will be here and give me a sign? Hit me, baby, one more time70Embed"
a-ha,Take on Me,pop,"[Verse 1] We're talking away I don't know what I'm to say I'll say it anyway Today is another day to find you Shyin' away I'll be comin' for your love, okay? [Chorus] Take on me (Take on me) Take me on (Take on me) I'll be gone In a day or two [Verse 2] So needless to say I'm odds and ends But I'll be stumblin' away Slowly learnin' that life is okay Say after me 'It's no better to be safe than sorry' [Chorus] Take on me (Take on me) Take me on (Take on me) I'll be gone In a day or two [Interlude] [Verse 3] All the things that you say Yeah, is it life or just to play My worries away? You're all the things I've got to remember You're shyin' away I'll be comin' for you anyway [Chorus] Take on me (Take on me) Take me on (Take on me) I'll be gone In a day [Outro] (Take on me) (Take on me) (Take me on) (Take on me) I'll be gone (Take on me) (Take on me) In a day (Take me on) (Take on me) (Take on me) (Take on me) (Take me on) (Take on me) (Take on me)."
En Vogue,My Lovin' (You're Never Gonna Get It),pop,"23 ContributorsMy Lovin’ (You’re Never Gonna Get It) Lyrics[Intro: En Vogue] Ooh, bop  [Chorus: En Vogue, Maxine] No, you're never gonna get it (Ow!) Never ever gonna get it (No, not this time) No, you're never gonna get it (My love) Never ever gonna get it No, you're never gonna get it (Ow!) Never ever gonna get it (Not this time) No, you're never gonna get it (My lovin') Never ever gonna get it Ooh, bop  [Verse 1: Maxine, En Vogue] I remember how it used to be You never was this nice, you can't fool me (Ooh, bop) Now, you're talkin' like you made a change The more you talk, the more things sound the same See En Vogue LiveGet tickets as low as $79You might also like[Pre-Chorus: Dawn, En Vogue] (Oh, oh, oh, oh) What makes you think you can just walk back into her life (Ooh, oh, oh, oh) Without a good fight, oh? (Oh, oh, oh, oh) I'll just sit back and watch you make a fool of yourself (Ooh, oh) 'Cause you're just wasting your time, oh  [Chorus: En Vogue, Maxine] No, you're never gonna get it (Not this time) Never ever gonna get it (My lovin', yeah) No, you're never gonna get it (Had your chance to make a change) Never ever gonna get it No, you're never gonna get it (Not this time) Never ever gonna get it (My lovin') No, you're never gonna get it (Had your chance to make a change) Never ever gonna get it Ooh, bop [Verse 2: Maxine, En Vogue] Now, you promise me the moon and stars Save your breath, you won't get very far (Ooh, bop) Gave you many chances to make change The only thing you changed was love to hate  [Pre-Chorus: Dawn, En Vogue] (Oh, oh, oh, oh) It doesn't matter what you do or what you say (Ooh, oh, oh, oh) She doesn't love you, no way (Oh, oh, oh, oh) Maybe next time, you'll give your woman a little respect (Ooh, oh) So you won't be hearing her say, ""No way!""  [Chorus: En Vogue, Maxine] No, you're never gonna get it (Not this time) Never ever gonna get it (My lovin', yeah) No, you're never gonna get it (Had your chance to make a change) Never ever gonna get it No, you're never gonna get it (Not this time) Never ever gonna get it (My lovin') No, you're never gonna get it (Had your chance to make a change) Never ever gonna get it (Oh) No, you're never gonna get it (Not this time) Never ever gonna get it (My lovin') No, you're never gonna get it (Had your chance to make a change) Never ever gonna get it No, you're never gonna get it (Not this time) Never ever gonna get it (My lovin', yeah) No, you're never gonna get it (Had your chance to make a change) Never ever gonna get it Ooh, bop [Interlude: Maxine, Terry, En Vogue] Whoo, yes, sir! I give to the needy and not the greedy Mm-hmm, that's right 'Cause you see, baby (Ooh, bop) When you're lackin', you're losin' And I'm out the door!  [Pre-Chorus: Dawn, En Vogue] (Oh, oh, oh, oh) Doesn't matter what you do or what you say (Ooh, oh, oh, oh) She don't love you, no way (Oh, oh, oh, oh) Maybe next time, you'll give your woman a little respect (Ooh, oh) So you won't be hearing her say, ""No way!""  [Breakdown: En Vogue, Male Voice, Dawn] (And now, it's time for a breakdown) Never gonna get it, never gonna get it Never gonna get it, never gonna get it Never gonna get it, never gonna get it Never gonna get it Woo, woo, woo, woo! Never gonna get it, never gonna get it Never gonna get it, never gonna get it Never gonna get it, never gonna get it Never gonna get it, never get it (You bet) Bop! (You bet) Bop! (You bet) Bop! (You bet) Bop!  [Chorus: En Vogue, Maxine] No, you're never gonna get it (Sweet lovin') Never ever gonna get it (Sweet lovin') No, you're never gonna get it (My lovin') Never ever gonna get it (My lovin') No, you're never gonna get it (Sweet lovin') Never ever gonna get it (My lovin') No, you're never gonna get it (Sweet lovin') Never ever gonna get it (My lovin') No, you're never gonna get it (Not this time) Never ever gonna get it (Sweet lovin') No, you're never gonna get it (My sweet lovin') Never ever gonna get it (My sweet lovin') No, you're never gonna get it (My sweet lovin') Never ever gonna get it (My sweet lovin')1Embed"
Journey,Don't Stop Believin',pop,"157 ContributorsTranslationsDeutschDon’t Stop Believin’ Lyrics[Verse 1] Just a small-town girl, livin' in a lonely world She took the midnight train goin' anywhere Just a city boy, born and raised in South Detroit He took the midnight train goin' anywhere  [Verse 2] A singer in a smoky room The smell of wine and cheap perfume For a smile, they can share the night It goes on and on and on and on  [Chorus] Strangers waitin' Up and down the boulevard Their shadows searchin' in the night Streetlights, people Livin' just to find emotion Hidin' somewhere in the night  [Verse 3] Workin' hard to get my fill Everybody wants a thrill Payin' anything to roll the dice Just one more time See Journey LiveGet tickets as low as $262You might also like[Verse 4] Some will win, some will lose Some are born to sing the blues Oh, the movie never ends It goes on and on and on and on  [Chorus] Strangers waitin' Up and down the boulevard Their shadows searchin' in the night Streetlights, people Livin' just to find emotion Hidin' somewhere in the night  [Guitar Solo]  [Outro] Don't stop believin' Hold on to that feelin' Streetlights, people Don't stop believin' Hold on Streetlights, people Don't stop believin' Hold on to that feelin' Streetlights, people116Embed"
Queen,Bohemian Rhapsody,pop,"485 ContributorsTranslationsDeutschTürkçeไทย / Phasa ThaiEspañolPortuguêsفارسیFrançaisPolskiBohemian Rhapsody Lyrics[Intro] Is this the real life? Is this just fantasy? Caught in a landslide, no escape from reality Open your eyes, look up to the skies and see I'm just a poor boy, I need no sympathy Because I'm easy come, easy go, little high, little low Any way the wind blows doesn't really matter to me, to me  [Verse 1] Mama, just killed a man Put a gun against his head, pulled my trigger, now he's dead Mama, life had just begun But now I've gone and thrown it all away Mama, ooh, didn't mean to make you cry If I'm not back again this time tomorrow Carry on, carry on as if nothing really matters  [Verse 2] Too late, my time has come Sends shivers down my spine, body's aching all the time Goodbye, everybody, I've got to go Gotta leave you all behind and face the truth Mama, ooh (Any way the wind blows) I don't wanna die I sometimes wish I'd never been born at all You might also like[Guitar Solo] [Verse 3] I see a little silhouetto of a man Scaramouche, Scaramouche, will you do the Fandango? Thunderbolt and lightning, very, very frightening me (Galileo) Galileo, (Galileo) Galileo, Galileo Figaro magnifico (Oh-oh-oh-oh) But I'm just a poor boy, nobody loves me He's just a poor boy from a poor family Spare him his life from this monstrosity Easy come, easy go, will you let me go? Bismillah, no, we will not let you go (Let him go) Bismillah, we will not let you go (Let him go) Bismillah, we will not let you go (Let me go) Will not let you go (Let me go) Will not let you go (Never, never, never, never let me go) Ah No, no, no, no, no, no, no (Oh, mamma mia, mamma mia) Mamma mia, let me go Beelzebub has a devil put aside for me, for me, for me [Bridge] So you think you can stone me and spit in my eye? So you think you can love me and leave me to die? Oh, baby, can't do this to me, baby Just gotta get out, just gotta get right outta here [Outro] (Ooh) (Ooh, yeah, ooh, yeah) Nothing really matters, anyone can see Nothing really matters Nothing really matters to me Any way the wind blows696Embed"
Aerosmith,Dream On,pop,"114 ContributorsTranslationsDeutschفارسیDream On Lyrics[Verse 1] Every time​ that I look in the mirror All these lines on my face getting clearer The past is gone It went by like dusk to dawn Isn't that the way? Everybody's got their dues in life to pay, yeah  [Interlude] I know nobody knows Where it comes and where it goes I know it's everybody's sin You got to lose to know how to win  [Verse 2] Half my life's in books' written pages Lived and learned from fools and from sages You know it's true All the feelings come back to you  [Chorus] Sing with me, sing for the year Sing for the laughter and sing for the tear Sing with me, if it's just for today Maybe tomorrow, the good Lord will take you away You might also like[Instrumental Break]  [Chorus] Sing with me, sing for the year Sing for the laughter and sing for the tear Sing with me, if it's just for today Maybe tomorrow, the good Lord will take you away  [Bridge] Dream on, dream on, dream on Dream until your dreams come true Dream on, dream on, dream on Dream until your dreams come true Dream on, dream on Dream on, dream on Dream on, dream on Dream on, ah!  [Chorus] Sing with me, sing for the year Sing for the laughter and sing for the tear Sing with me, if it's just for today Maybe tomorrow, the good Lord will take you away Sing with me, sing for the year Sing for the laughter and sing for the tear Sing with me, if it's just for today Maybe tomorrow, the good Lord will take you away105Embed"
Duran Duran,Hungry Like the Wolf,pop,"61 ContributorsHungry Like the Wolf Lyrics[Intro] Ha-ha!  [Verse 1] Darken the city, night is a wire Steam in the subway, Earth is afire Do-do-do-do, do-do-do, do-do, do-do-do, do-do Woman, you want me, give me a sign And catch my breathing even closer behind Do-do-do-do, do-do-do, do-do, do-do-do, do-do  [Chorus] In touch with the ground I'm on the hunt, I'm after you Smell like I sound, I'm lost in a crowd And I'm hungry like the wolf Straddle the line in discord and rhyme I'm on the hunt, I'm after you Mouth is alive with juices like wine And I'm hungry like the wolf  [Verse 2] Stalked in the forest, too close to hide I'll be upon you by the moonlight side Do-do-do-do, do-do-do, do-do, do-do-do, do-do High blood drumming on your skin, it's so tight You feel my heat, I'm just a moment behind Do-do-do-do, do-do-do, do-do, do-do-do, do-do You might also like[Chorus] In touch with the ground I'm on the hunt, I'm after you Scent and a sound, I'm lost, and I'm found And I'm hungry like the wolf Strut on a line, it's discord and rhyme I howl and I whine, I'm after you Mouth is alive, all running inside And I'm hungry like the wolf  [Interlude] Hungry like the wolf Hungry like the wolf Hungry like the wolf  [Chorus] Burning the ground, I break from the crowd I'm on the hunt, I'm after you I smell like I sound, I'm lost, and I'm found And I'm hungry like the wolf Strut on a line, it's discord and rhyme I'm on the hunt, I'm after you Mouth is alive with juices like wine And I'm hungry like the wolf  [Chorus] Burning the ground, I break from the crowd I'm on the hunt, I'm after you Scent and a sound, I'm lost, and I'm found And I'm hungry like the wolf Strut on a line, it's discord and rhyme I howl and I whine, I'm after you Mouth is alive, all running inside And I’m…15Embed"
Erasure,A Little Respect,pop,"35 ContributorsA Little Respect Lyrics[Verse 1] I try to discover A little something to make me sweeter Oh, baby, refrain From breaking my heart I'm so in love with you I'll be forever blue That you give me no reason Why you make a me work so hard  [Pre-Chorus] That you give me no That you give me no That you give me no That you give me no  [Chorus] Soul, I hear you calling Oh, baby, please Give a little respect to me  [Verse 2] And if I should falter Would you open your arms out to me? We can make love, not war And live at peace with our hearts I'm so in love with you I'll be forever blue What religion or reason Could drive a man to forsake his lover? You might also like[Pre-Chorus] Don't you tell me no Don't you tell me no Don't you tell me no Don't you tell me no  [Chorus] Soul, I hear you calling Oh, baby, please Give a little respect to me  [Instrumental Interlude]  [Verse 3 Reprise] I'm so in love with you I'll be forever blue That you give me no reason You know you make a me work so hard  [Pre-Chorus] That you give me no That you give me no That you give me no That you give me no  [Chorus] Soul, I hear you calling Oh, baby, please (Give a little respect) Give a little respect to me (Soul) Soul, I hear you calling (Calling) Oh, baby, please (Give a little respect) Give a little respect to me9Embed"
Marvin Gaye,Ain't No Mountain High Enough,pop,"59 ContributorsAin’t No Mountain High Enough Lyrics[Intro: Marvin Gaye] Listen, baby  [Verse 1: Marvin Gaye, Tammi Terrell & Both] Ain't no mountain high, ain't no valley low Ain't no river wide enough, baby If you need me, call me, no matter where you are No matter how far, don't worry, baby Just call my name, I'll be there in a hurry You don't have to worry, 'cause, baby, there [Chorus: Marvin Gaye & Tammi Terrell] Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, baby  [Verse 2: Marvin Gaye, Marvin Gaye & Tammi Terrell] Remember the day I set you free I told you you could always count on me, darlin' From that day on, I made a vow I'll be there when you want me, someway, somehow Oh, baby, there [Chorus: Marvin Gaye & Tammi Terrell] Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, babe You might also like[Bridge: Marvin Gaye, Tammi Terrell & Both] Oh no, darlin' No wind, no rain Or winter's cold Can stop me, baby (No, no, baby) 'Cause you are my goal If you're ever in trouble I'll be there on the double Just send for me, oh baby, ha  [Verse 3: Tammi Terrell, Marvin Gaye & Both] My love is alive (Woo), way down in my heart Although we are miles apart If you ever need a helpin' hand I'll be there on the double just as fast as I can Don't you know that there [Chorus: Marvin Gaye & Tammi Terrell, Tammi Terrell] Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, babe Don't ya know that there Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough Ain't no mountain high enough Ain't no valley low enough35Embed"
R.E.M.,Losing My Religion,pop,"114 ContributorsLosing My Religion Lyrics[Instrumental Intro]  [Verse 1] Oh, life, it's bigger It's bigger than you And you are not me The lengths that I will go to The distance in your eyes Oh no, I've said too much I set it up That's me in the corner That's me in the spotlight Losin' my religion Tryin' to keep up with you And I don't know if I can do it Oh no, I've said too much I haven't said enough [Chorus] I thought that I heard you laughing I thought that I heard you sing I think I thought I saw you try  [Verse 2] Every whisper Of every waking hour I'm choosin' my confessions Tryin' to keep an eye on you Like a hurt, lost and blinded fool, fool Oh no, I've said too much I set it up You might also like[Pre-Chorus] Consider this Consider this, the hint of the century Consider this, the slip That brought me to my knees, failed What if all these fantasies come Flailing around Now, I've said too much  [Chorus] I thought that I heard you laughing I thought that I heard you sing I think I thought I saw you try  [Bridge] But that was just a dream That was just dream  [Verse 3] That's me in the corner That's me in the spotlight Losin' my religion Tryin' to keep up with you And I don't know if I can do it Oh no, I've said too much I haven't said enough [Chorus] I thought that I heard you laughing I thought that I heard you sing I think I thought I saw you try  [Outro] But that was just a dream Try, cry, why try? That was just a dream Just a dream Just a dream, dream94Embed"
The Beach Boys,God Only Knows,pop,"80 ContributorsTranslationsEspañolGod Only Knows Lyrics[Verse 1: Carl Wilson] I may not always love you But long as there are stars above you You never need to doubt it I'll make you so sure about it  [Refrain: Carl Wilson] God only knows what I'd be without you  [Verse 2: Carl Wilson] If you should ever leave me Well, life would still go on, believe me The world could show nothing to me So what good would living do me?  [Refrain: Carl Wilson] God only knows what I'd be without you  [Interlude: Carl Wilson, Brian Wilson, and Bruce Johnston] Ooh, ooh Do, do, do, do, do, do, do Bow, buh-bow, buh-bow, buh-bow (Do, do, do, do) Buh-bow, buh-bow, buh-bow (Do, do, do, do, do, do) Buh-bow, buh-bow, buh-bow, buh-bow (Do, do, do, do, do, do, do, do)  [Refrain: Carl Wilson] God only knows what I'd be without you See The Beach Boys LiveGet tickets as low as $75You might also like[Verse 3: Carl Wilson] If you should ever leave me Well, life would still go on, believe me The world could show nothing to me So what good would living do me?  [Chorus: Carl Wilson] God only knows what I'd be without you [Outro: Carl Wilson with Brian Wilson and Bruce Johnston] God only knows what I'd be without you God only knows what I'd be without you God only knows what I'd be without you (What I'd be) God only knows what I'd be without you (God only knows) God only knows what I'd be without you (What I'd be) God only knows what I'd be without you (God only knows) God only knows what I'd be without you (What I'd be) God only knows what I'd be without you (God only knows) God only knows what I'd be without you (What I'd be) God only knows what I'd be without you (God only knows) God only knows what I'd be without you (What I'd be) God only knows what I'd be without you (God only knows)24Embed"
George Michael,Faith,pop,"42 ContributorsFaith Lyrics[Instrumental Intro]  [Verse 1] Well, I guess it would be nice if I could touch your body I know not everybody has got a body like you But I gotta think twice before I give my heart away And I know all the games you play because I played them too  [Pre-Chorus] Oh, but I need some time off from that emotion Time to pick my heart up off the floor Oh, when that love comes down without devotion Well it takes a strong man, baby But I'm showin' you the door  [Chorus] 'Cause I gotta' have faith I gotta have faith Because I gotta have faith, faith I got to have faith, faith, faith  [Verse 2] Baby, I know you're askin' me to stay Say, ""Please, please, please don't go away"" You say I'm givin' you the blues Maybe (Huh) you mean every word you say Can't help but think of yesterday And another who tied me down to loverboy rules You might also like[Pre-Chorus] Before this river becomes an ocean Before you throw my heart back on the floor Oh, baby, I reconsider my foolish notion Well, I need someone to hold me But I'll wait for somethin' more  [Chorus] Yes I gotta have faith Ooh, I gotta have faith Because I gotta have faith, faith, faith I gotta have faith, faith, faith  [Bridge] I'll just have to wait Because I've got to have faith I gotta have faith I've got to, got to, got to have faith  [Pre-Chorus] Before this river becomes an ocean Before you throw my heart back on the floor Oh, oh, baby, I reconsider my foolish notion Well, I need someone to hold me But I'll wait for somethin' more [Chorus] 'Cause I gotta' have faith Ooh, I gotta have faith Because I gotta have faith, faith, faith I gotta have faith, faith, faith14Embed"
